run_id,pr_number,changed_lines_mapped,coverable_changed_lines,max_change_cov,pareto_points,status,energy_j_at_80pct,suite_size_at_80pct,energy_j_at_90pct,suite_size_at_90pct,energy_j_at_95pct,suite_size_at_95pct
19974153720,3261,67,67,1.0,1,ok,32747.434,183.0,32747.434,183.0,32747.434,183.0
19973557086,4796,23,23,1.0,1,ok,26542.459000000003,170.0,26542.459000000003,170.0,26542.459000000003,170.0
19971765205,4796,23,23,1.0,1,ok,26542.459000000003,170.0,26542.459000000003,170.0,26542.459000000003,170.0
19970486234,4779,8,8,1.0,1,ok,28551.332,163.0,28551.332,163.0,28551.332,163.0
19970461036,4800,43,43,1.0,1,ok,30378.201,196.0,30378.201,196.0,30378.201,196.0
19969863707,4796,23,23,1.0,1,ok,26542.459000000003,170.0,26542.459000000003,170.0,26542.459000000003,170.0
19961184972,4800,43,43,1.0,1,ok,30378.201,196.0,30378.201,196.0,30378.201,196.0
19950428308,4779,8,8,1.0,1,ok,28551.332,163.0,28551.332,163.0,28551.332,163.0
19950423185,4793,104,104,1.0,1,ok,27039.581,178.0,27039.581,178.0,27039.581,178.0
19946720794,4800,43,43,1.0,1,ok,30378.201,196.0,30378.201,196.0,30378.201,196.0
19945421606,4796,23,23,1.0,1,ok,26542.459000000003,170.0,26542.459000000003,170.0,26542.459000000003,170.0
19941575306,4796,23,23,1.0,1,ok,26542.459000000003,170.0,26542.459000000003,170.0,26542.459000000003,170.0
19941289236,4800,43,43,1.0,1,ok,30378.201,196.0,30378.201,196.0,30378.201,196.0
19940860326,4796,23,23,1.0,1,ok,26542.459000000003,170.0,26542.459000000003,170.0,26542.459000000003,170.0
19939968997,4796,23,23,1.0,1,ok,26542.459000000003,170.0,26542.459000000003,170.0,26542.459000000003,170.0
19934366200,4736,99,99,1.0,1,ok,32328.51,168.0,32328.51,168.0,32328.51,168.0
19899594727,4789,178,178,1.0,2,ok,24617.725,174.0,24617.725,174.0,24617.725,174.0
19899188875,4789,178,178,1.0,2,ok,24617.725,174.0,24617.725,174.0,24617.725,174.0
19897579963,4789,178,178,1.0,2,ok,24617.725,174.0,24617.725,174.0,24617.725,174.0
19879808423,4796,23,23,1.0,1,ok,26542.459000000003,170.0,26542.459000000003,170.0,26542.459000000003,170.0
19877122830,4736,99,99,1.0,1,ok,32328.51,168.0,32328.51,168.0,32328.51,168.0
19868214948,4796,23,23,1.0,1,ok,26542.459000000003,170.0,26542.459000000003,170.0,26542.459000000003,170.0
19864776231,4791,67,67,1.0,1,ok,28182.112,180.0,28182.112,180.0,28182.112,180.0
19840305549,4791,67,67,1.0,1,ok,28182.112,180.0,28182.112,180.0,28182.112,180.0
19839859625,4796,23,23,1.0,1,ok,26542.459000000003,170.0,26542.459000000003,170.0,26542.459000000003,170.0
19826829974,4789,178,178,1.0,2,ok,24617.725,174.0,24617.725,174.0,24617.725,174.0
19806926639,4793,104,104,1.0,1,ok,27039.581,178.0,27039.581,178.0,27039.581,178.0
19793025843,4793,104,104,1.0,1,ok,27039.581,178.0,27039.581,178.0,27039.581,178.0
19792589320,4791,67,67,1.0,1,ok,28182.112,180.0,28182.112,180.0,28182.112,180.0
19790019793,4791,67,67,1.0,1,ok,28182.112,180.0,28182.112,180.0,28182.112,180.0
19785409951,4791,67,67,1.0,1,ok,28182.112,180.0,28182.112,180.0,28182.112,180.0
19777577176,4791,67,67,1.0,1,ok,28182.112,180.0,28182.112,180.0,28182.112,180.0
19776277424,4796,23,23,1.0,1,ok,26542.459000000003,170.0,26542.459000000003,170.0,26542.459000000003,170.0
19775530717,4796,23,23,1.0,1,ok,26542.459000000003,170.0,26542.459000000003,170.0,26542.459000000003,170.0
